"","Product","Sub.issue","Company"
"167032","Student loan","Can't decrease my monthly payments","Citibank"
"167037","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"167080","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"167141","Student loan","Received bad information about my loan","KeyBank NA"
"167207","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"167209","Student loan","Don't agree with fees charged","Wells Fargo & Company"
"167232","Student loan","Don't agree with fees charged","Account Control Technology, Inc."
"167234","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"167237","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"167290","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"167309","Student loan","Can't get flexible payment options","First Associates Loan Servicing LLC"
"167360","Student loan","Can't get flexible payment options","AES/PHEAA"
"167387","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"167395","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"167398","Student loan","Trouble with how payments are handled","AES/PHEAA"
"167418","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"167422","Student loan","Can't get flexible payment options","Expert Global Solutions, Inc."
"167444","Student loan","Having problems with customer service","AES/PHEAA"
"167502","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"167523","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"167547","Student loan","Keep getting calls about my loan","AES/PHEAA"
"167558","Student loan","Can't temporarily postpone payments","U.S. Bancorp"
"167603","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"167612","Student loan","Can't decrease my monthly payments","Wells Fargo & Company"
"167637","Student loan","Received bad information about my loan","LendKey Technologies, Inc."
"167689","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"167739","Student loan","Received bad information about my loan","AES/PHEAA"
"167788","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"167791","Student loan","Can't decrease my monthly payments","Sallie Mae"
"167815","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"167819","Student loan","Having problems with customer service","Navient Solutions, Inc."
"167823","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
"167901","Student loan","Trouble with how payments are handled","AES/PHEAA"
"167977","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"167979","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"168001","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"168041","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"168095","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"168141","Student loan","Trouble with how payments are handled","JPMorgan Chase & Co."
"168269","Student loan","Having problems with customer service","Navient Solutions, Inc."
"168281","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"168303","Student loan","Can't temporarily postpone payments","AES/PHEAA"
"168327","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"168334","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"168353","Student loan","Can't get flexible payment options","Wells Fargo & Company"
"168407","Student loan","Can't temporarily postpone payments","JPMorgan Chase & Co."
"168446","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"168475","Student loan","Having problems with customer service","Navient Solutions, Inc."
"168512","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"168648","Student loan","Can't decrease my monthly payments","Sallie Mae"
"168688","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"168823","Student loan","Trouble with how payments are handled","Sallie Mae"
"168831","Student loan","Can't decrease my monthly payments","Wells Fargo & Company"
"168876","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"168892","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"168932","Student loan","Can't get flexible payment options","Sallie Mae"
"168933","Student loan","Can't temporarily postpone payments","ACS Education Services"
"168986","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"169071","Student loan","Need information about my balance/terms","Performant Financial Corporation"
"169094","Student loan","Trouble with how payments are handled","Wells Fargo & Company"
"169107","Student loan","Having problems with customer service","Sallie Mae"
"169126","Student loan","Trouble with how payments are handled","ACS Education Services"
"169164","Student loan","Received bad information about my loan","Sallie Mae"
"169237","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"169252","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"169281","Student loan","Can't temporarily postpone payments","Navient Solutions, Inc."
"169399","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"169421","Student loan","Don't agree with fees charged","Navient Solutions, Inc."
"169428","Student loan","Can't decrease my monthly payments","Navient Solutions, Inc."
"169441","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
"169470","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"169549","Student loan","Qualify for a better loan than offered","Navient Solutions, Inc."
"169555","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"169556","Student loan","Having problems with customer service","U.S. Bancorp"
"169588","Student loan","Received bad information about my loan","Wells Fargo & Company"
"169608","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"169632","Student loan","Keep getting calls about my loan","Navient Solutions, Inc."
"169644","Student loan","Having problems with customer service","Navient Solutions, Inc."
"169681","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"169747","Student loan","Can't get flexible payment options","ACS Education Services"
"169755","Student loan","Can't decrease my monthly payments","AES/PHEAA"
"169758","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"169775","Student loan","Received bad information about my loan","Navient Solutions, Inc."
"169776","Student loan","Can't get flexible payment options","Sallie Mae"
"169834","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"169850","Student loan","Can't get flexible payment options","JPMorgan Chase & Co."
"169859","Student loan","Can't get flexible payment options","Wells Fargo & Company"
"170020","Student loan","Can't get flexible payment options","Navient Solutions, Inc."
"170059","Student loan","Trouble with how payments are handled","ACS Education Services"
"170064","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"170099","Student loan","Need information about my balance/terms","Navient Solutions, Inc."
"170100","Student loan","Having problems with customer service","Wells Fargo & Company"
"170103","Student loan","Can't get flexible payment options","AES/PHEAA"
"170155","Student loan","Trouble with how payments are handled","Navient Solutions, Inc."
"170169","Student loan","Can't decrease my monthly payments","JPMorgan Chase & Co."
